source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources
P0DMW0,P06536,Hspa1a,Nr3c1,1,0,1,1,0,1,HPRD;Lit-BM-17;SIGNOR,HPRD:12093808;Lit-BM-17:24949977;SIGNOR:21730050,3,3,3
Q64121,P59215,Prlhr,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P54645,D4A433,Prkaa1,Foxo4,1,1,0,1,1,0,SIGNOR,SIGNOR:17900900,1,1,1
P04639,P02650,Apoa1,Apoe,1,1,0,1,1,0,SIGNOR;Wang,SIGNOR:20642861,1,1,2
Q5XIA8,P62898,Ghitm,Cycs,1,0,1,1,0,1,SIGNOR,SIGNOR:18417609,1,1,1
Q5M7V1,P47196,Trim13,Akt1,1,0,1,1,0,1,SIGNOR,SIGNOR:21333377,1,1,1
O35811,P59215,P2ry4,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q924T4,Q07008,Lfng,Notch1,1,1,1,1,1,0,CellCall;Cui2007;HPRD;SIGNOR;SPIKE_LC;Wang,HPRD:10935626;HPRD:12486116;SIGNOR:12486116;SPIKE_LC:16713569,4,3,5
Q5M7V1,P47197,Trim13,Akt2,1,0,1,1,0,1,SIGNOR,SIGNOR:21333377,1,1,1
Q63645,P59215,F2rl1,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q63364,P12368,Pja2,Prkar2a,1,0,1,1,0,1,SIGNOR,SIGNOR:21423175,1,1,1
Q63364,P81377,Pja2,Prkar1b,1,0,1,1,0,1,SIGNOR,SIGNOR:21423175,1,1,1
P50339,P13207,Cma1,Edn3,1,1,0,1,1,0,HPRD;SIGNOR,HPRD:9257865;SIGNOR:9257865,2,1,2
D3ZSN2,Q76MX4,Hoxd12,Mafg,1,0,1,1,0,1,HPRD;SIGNOR,HPRD:11036080;SIGNOR:11036080,2,1,2
D3ZYL0,B5DF45,Ripk1,Traf6,1,1,1,1,1,0,Cui2007;SIGNOR;Wang,SIGNOR:20404851,1,1,3
P18292,Q920E0,F2,F2rl3,1,1,0,1,1,0,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1273221212732210;CellTalkDB:12732212;Cellinker:12732212;HPRD:12732212;LRdb:12732212;SIGNOR:22318735;connectomeDB2020:12732212,7,3,15
B0BNG5,Q07008,Hif1an,Notch1,1,0,1,1,0,1,SIGNOR,SIGNOR:18299578,1,1,1
F7F9I0,Q07008,Hif1an,Notch1,1,0,1,1,0,1,SIGNOR,SIGNOR:18299578,1,1,1
Q62901,Q07008,Rere,Notch1,1,1,0,1,1,0,SIGNOR,SIGNOR:28144959,1,1,1
P81718,Q07014,Ptpn6,Lyn,1,0,1,0,0,0,Adhesome;BioGRID;DEPOD;HPRD;HPRD-phos;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:10574931;Adhesome:19171907;Adhesome:22624718;BioGRID:10574931;DEPOD:15537644;HPRD-phos:11042209;HPRD:10488096;HPRD:10574931;HPRD:11042209;HPRD:12468540;HPRD:8114715;HPRD:8692915;NetPath:19171907;ProtMapper:15537644;SIGNOR:15537644,15,9,9
Q07014,P81718,Lyn,Ptpn6,1,1,0,1,1,0,Adhesome;BioGRID;HPRD;HPRD-phos;HPRD_KEA;KEA;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;dbPTM;iPTMnet,Adhesome:10574931;Adhesome:19171907;Adhesome:22624718;BioGRID:10574931;HPRD-phos:10488096;HPRD-phos:10574931;HPRD-phos:12468540;HPRD-phos:8114715;HPRD-phos:8692915;HPRD:10488096;HPRD:10574931;HPRD:11042209;HPRD:12468540;HPRD:8114715;HPRD:8692915;KEA:10488096;KEA:10574931;KEA:12468540;KEA:14699166;KEA:14757045;KEA:17570479;KEA:8114715;KEA:8692915;NetPath:19171907;ProtMapper:10574931;ProtMapper:28811476;SIGNOR:10574931;dbPTM:10574931;dbPTM:18083107;dbPTM:19690332;iPTMnet:10488096;iPTMnet:10574931;iPTMnet:12468540;iPTMnet:8114715;iPTMnet:8692915,35,14,12
F1LZ43,P07895,Dip2a,Sod2,1,1,0,1,1,0,SIGNOR,SIGNOR:33781892,1,1,1
G3V9D0,Q07008,Poglut1,Notch1,1,1,0,1,1,0,SIGNOR,SIGNOR:22872643,1,1,1
Q08464,D3ZB71,Fzd2,Dvl2,1,1,0,1,1,0,Cui2007;SIGNOR;Wang,SIGNOR:23151663,1,1,3
P39951,A1L1J7,Cdk1,Pbk,1,0,0,0,0,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:15541388;HPRD-phos:19413330;HPRD-phos:20068231;HPRD:15541388;KEA:15541388;KEA:16291951;PhosphoSite:15541388;PhosphoSite:16291951;PhosphoSite:20647304;PhosphoSite:29904102;ProtMapper:15541388;ProtMapper:20471474;ProtMapper:25575812;ProtMapper:27016416;ProtMapper:28412249;ProtMapper:28677687;SIGNOR:15541388;SPIKE_LC:10779557;iPTMnet:15541388;iPTMnet:19413330;iPTMnet:20068231;phosphoELM:15541388,22,12,10
O55173,Q9WTQ0,Pdpk1,Prkcq,1,1,0,0,0,0,PhosphoPoint;ProtMapper;REACH_ProtMapper;Reactome_ProtMapper;SIGNOR;Wang,ProtMapper:18343217;SIGNOR:15802604,2,2,4
Q9WTQ0,O55173,Prkcq,Pdpk1,1,0,0,0,0,0,PhosphoSite;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;Wang;iPTMnet,PhosphoSite:10455013;PhosphoSite:12177059;PhosphoSite:14623982;PhosphoSite:16314505;PhosphoSite:16780920;PhosphoSite:25384981;PhosphoSite:27002159;PhosphoSite:28152304;ProtMapper:18343217;ProtMapper:19526459;ProtMapper:26188042;iPTMnet:19047061,12,12,4
P49185,P08592,Mapk8,App,1,1,0,1,1,0,HPRD_MIMP;InnateDB;MIMP;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,InnateDB:12917434;ProtMapper:12917434;ProtMapper:15936948;ProtMapper:20122754;ProtMapper:24610780;SIGNOR:12917434;SIGNOR:24610780;iPTMnet:12917434;iPTMnet:14970211;iPTMnet:24610780,10,5,5
P43253,P82471,Ptgir,Gnaq,1,1,0,1,1,0,HPRD;SIGNOR,HPRD:10446129;HPRD:11443126;SIGNOR:31160049,3,3,2
P21708,P13668,Mapk3,Stmn1,1,1,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:11135364;HPRD-phos:16964243;HPRD-phos:17287340;HPRD-phos:17693683;HPRD-phos:17924679;HPRD-phos:18212344;HPRD-phos:18452278;HPRD-phos:18491316;HPRD-phos:18669648;HPRD-phos:18707149;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19651622;HPRD-phos:19664994;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:20230923;HPRD-phos:8125092;HPRD-phos:8325880;HPRD-phos:8376365;HPRD:11135364;HPRD:8325880;HPRD:8376365;KEA:11135364;KEA:16083285;KEA:16094384;KEA:17081983;KEA:8125092;KEA:8245003;KEA:8325880;KEA:8376365;KEA:94064639;KEA:9731215;PhosphoSite:1737801;PhosphoSite:19033656;PhosphoSite:19162178;PhosphoSite:25692552;PhosphoSite:26505358;PhosphoSite:30628717;PhosphoSite:8144611;PhosphoSite:8314790;PhosphoSite:8325880;PhosphoSite:9712920;PhosphoSite:9731215;ProtMapper:9731215;SIGNOR:9731215;iPTMnet:11135364;iPTMnet:16964243;iPTMnet:17287340;iPTMnet:17693683;iPTMnet:17924679;iPTMnet:18212344;iPTMnet:18452278;iPTMnet:18491316;iPTMnet:18669648;iPTMnet:18707149;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19415658;iPTMnet:19651622;iPTMnet:19664994;iPTMnet:19664995;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:20230923;iPTMnet:8125092;iPTMnet:8245003;iPTMnet:8325880;iPTMnet:8376365;iPTMnet:9731215,72,37,10
P63014,Q76MX4,Prrx1,Mafg,1,0,1,1,0,1,HPRD;SIGNOR,HPRD:11036080;SIGNOR:11036080,2,1,2
P61150,O88457,Fgf12,Scn11a,1,0,1,1,0,1,SIGNOR,SIGNOR:20679355,1,1,1
D3ZJP6,Q63155,Myo10,Dcc,1,1,0,1,1,0,IntAct;Lit-BM-17;SIGNOR,IntAct:21642953;Lit-BM-17:21642953;SIGNOR:17237772,3,2,3
Q63155,D3ZJP6,Dcc,Myo10,1,1,0,1,1,0,IntAct;Lit-BM-17;SIGNOR,IntAct:21642953;Lit-BM-17:21642953;SIGNOR:17237772,3,2,3
Q9R0Q2,P59215,Ltb4r,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P63086,O35774,Mapk1,Akap4,1,0,0,0,0,0,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;SIGNOR,PhosphoSite:12509440;PhosphoSite:27901058;SIGNOR:27901058,3,2,3
Q9WUD9,B0BNA4,Src,Fbxo5,1,1,0,1,1,0,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,PhosphoSite:20717963;ProtMapper:20717963;SIGNOR:20717963;iPTMnet:20717963,4,1,5
P63281,O88368,Ube2i,Mitf,1,0,1,1,0,1,HPRD;Lit-BM-17;MPPI;SIGNOR;SPIKE_LC,HPRD:10694430;Lit-BM-17:10694430;Lit-BM-17:16029420;MPPI:10694430;SIGNOR:10673502;SPIKE_LC:16713569,6,4,4
P24062,Q63768,Igf1r,Crk,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:11956190;HPRD-phos:12198159;HPRD-phos:17016520;HPRD-phos:20068231;HPRD-phos:8875975;HPRD-phos:9480911;HPRD-phos:9642287;HPRD:11956190;HPRD:12198159;HPRD:15522217;HPRD:8875975;HPRD:9480911;HPRD:9642287;KEA:11956190;KEA:12198159;KEA:8194526;KEA:8875975;KEA:9480911;KEA:9480991;KEA:9642287;ProtMapper:9480911;SIGNOR:9480911;SPIKE_LC:17145710;iPTMnet:11956190;iPTMnet:12198159;iPTMnet:17016520;iPTMnet:20068231;iPTMnet:8875975;iPTMnet:9480911;iPTMnet:9642287,30,11,9
P63086,Q6MG18,Mapk1,Ier3,1,1,0,1,1,0,BioGRID;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;dbPTM;iPTMnet;phosphoELM_MIMP,BioGRID:12356731;HPRD-phos:12356731;HPRD:12356731;InnateDB:12356731;KEA:12356731;ProtMapper:12356731;SIGNOR:12356731;SPIKE_LC:16456541;dbPTM:12356731;iPTMnet:12356731,10,2,11
P54645,P11884,Prkaa1,Aldh2,1,1,0,1,1,0,PhosphoSite;SIGNOR,PhosphoSite:30375985;SIGNOR:30375985,2,1,2
P97698,P54311,Smo,Gnb1,1,1,0,1,1,0,SIGNOR;Wang,SIGNOR:16885213;SIGNOR:23074268,2,2,2
P19139,Q2IBC5,Csnk2a1,Cav2,1,1,0,1,1,0,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,PhosphoSite:12743374;PhosphoSite:16527823;ProtMapper:12743374;SIGNOR:12743374;iPTMnet:12743374,5,2,5
P09217,P18266,Prkcz,Gsk3b,1,0,1,1,0,1,HPRD;PhosphoPoint;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet,HPRD:11481324;ProtMapper:14657655;ProtMapper:18353303;SIGNOR:14657655;iPTMnet:14657655;iPTMnet:18353303,6,3,6
P39951,Q5U2N3,Cdk1,Pitpnm1,1,1,0,1,1,0,HPRD;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:15125835;KEA:15125835;PhosphoSite:15125835;ProtMapper:15125835;SIGNOR:15125835;SPIKE_LC:16189514;dbPTM:15125835;iPTMnet:15125835;phosphoELM:15125835,9,2,11
Q5FWU3,P62260,Atg9a,Ywhae,1,1,0,1,1,0,SIGNOR,SIGNOR:25266655,1,1,1
P63331,P33568,Ppp2ca,Rb1,1,1,0,1,1,0,ACSN;SIGNOR;Wang,ACSN:10921877;ACSN:12370081;ACSN:16885030;ACSN:16916641;ACSN:19890961;ACSN:21159657;ACSN:21376459;SIGNOR:10702384,8,8,3
P18266,Q08163,Gsk3b,Cap1,1,1,0,1,1,0,PhosphoSite;PhosphoSite_noref;SIGNOR;iPTMnet,PhosphoSite:30123351;PhosphoSite:30894654;SIGNOR:30123351;iPTMnet:30123351,4,2,3
P18266,P15205,Gsk3b,Map1b,1,0,1,1,0,1,CancerCellMap;HPRD;KEA;NetworKIN_KEA;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;Sparser_ProtMapper,CancerCellMap:9570753;HPRD:9570753;KEA:17570479;ProtMapper:15731007;ProtMapper:25775433;ProtMapper:27849007;SIGNOR:25040932,7,6,6
Q924T8,P10824,Cysltr1,Gnai1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P39951,O70441,Cdk1,Syn3,1,1,0,1,1,0,HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:14732590;KEA:17570479;ProtMapper:14732590;SIGNOR:14732590;iPTMnet:14732590;phosphoELM:14732590,6,2,6
Q63257,Q62771,Il4r,Stat5a,1,1,0,1,1,0,SIGNOR;Wang,SIGNOR:20824124,1,1,2
P47197,P20417,Akt2,Ptpn1,1,0,1,1,0,1,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:11579209;SIGNOR:11579209,2,1,2
Q03114,P08592,Cdk5,App,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;PhosphoSite:10341243;PhosphoSite:10936190;PhosphoSite:11146006;PhosphoSite:11517218;PhosphoSite:14557249;PhosphoSite:14970211;PhosphoSite:15178331;PhosphoSite:15944381;PhosphoSite:16223726;PhosphoSite:16554819;PhosphoSite:16705182;PhosphoSite:17085446;PhosphoSite:17459339;PhosphoSite:18833287;PhosphoSite:21947912;PhosphoSite:24610780;ProtMapper:10936190;ProtMapper:15917097;ProtMapper:19090995;ProtMapper:19455415;ProtMapper:22112898;SIGNOR:10936190;dbPTM:11877420;dbPTM:8131745;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598,36,23,11
Q924Y4,D3ZEY9,Gata2,Etv2,1,1,0,1,1,0,SIGNOR,SIGNOR:24583263,1,1,1
Q9QZN9,P19627,Cnr2,Gnaz,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P11884,Q6P6W3,Aldh2,Hdac3,1,1,0,1,1,0,SIGNOR,SIGNOR:28056995,1,1,1
Q04589,G3V735,Fgfr1,Amotl2,1,1,0,1,1,0,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;SIGNOR,PhosphoSite:21937427;SIGNOR:21937427,2,1,3
Q5FVH2,P08592,Pld3,App,1,1,0,1,1,0,SIGNOR,SIGNOR:24336208,1,1,1
P08911,P82471,Chrm5,Gnaq,1,1,0,1,1,0,KEGG-MEDICUS;SIGNOR,SIGNOR:31160049,1,1,2
G3V735,Q9WUD9,Amotl2,Src,1,1,0,1,1,0,SIGNOR,SIGNOR:21937427,1,1,1
P97685,O70511,Nfasc,Ank3,1,1,0,1,1,0,SIGNOR,SIGNOR:7961622,1,1,1
Q4V8H7,G3V735,Wwp1,Amotl2,1,1,0,1,1,0,SIGNOR,SIGNOR:34404733,1,1,1
F7FIK1,G3V735,Wwp1,Amotl2,1,1,0,1,1,0,SIGNOR,SIGNOR:34404733,1,1,1
O08725,P59215,Ghsr,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q5M877,D4A4B3,Spsb2,Nanos2,1,0,1,1,0,1,SIGNOR,SIGNOR:20603330,1,1,1
P23097,P02680,Mmp13,Fgg,1,0,1,1,0,1,SIGNOR,SIGNOR:10930399,1,1,1
P25115,P82471,Drd5,Gnaq,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P11730,Q99JE6,Camk2g,Plcb3,1,0,0,0,0,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:15302935;HPRD-phos:18669648;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:11325525;KEA:11325525;KEA:15302935;KEA:16126727;ProtMapper:11325525;SIGNOR:11325525;iPTMnet:15302935;iPTMnet:18669648;iPTMnet:19651622;iPTMnet:20068231,14,6,9
Q03114,Q2MJT0,Cdk5,Mef2a,1,1,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:12691662;HPRD:12691662;KEA:12586839;KEA:12691662;ProtMapper:12691662;ProtMapper:22622902;SIGNOR:12691662;dbPTM:12586839;dbPTM:12691662;dbPTM:16371476;dbPTM:16484498;iPTMnet:12691662;phosphoELM:12691662,13,5,12
Q923V4,Q91ZN7,Fbxo6,Chek1,1,0,1,1,0,1,SIGNOR,SIGNOR:19716789,1,1,1
Q63433,D4ADT2,Pkn1,Cdc25c,1,0,0,0,0,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,HPRD-phos:10557092;HPRD-phos:11333986;HPRD-phos:11551930;HPRD-phos:20068231;HPRD-phos:9278512;HPRD-phos:9543386;HPRD:15791647;KEA:10557092;KEA:10681541;KEA:10744722;KEA:11333986;KEA:11551930;KEA:12941695;KEA:15150265;KEA:15629715;KEA:15791647;KEA:9278511;KEA:9278512;KEA:9543386;KEA:9836640;ProtMapper:15791647;SIGNOR:15791647;iPTMnet:10557092;iPTMnet:11333986;iPTMnet:11551930;iPTMnet:15791647;iPTMnet:20068231;iPTMnet:9278512;iPTMnet:9543386,29,14,8
P97838,Q9WV48,Dlgap3,Shank1,1,1,0,1,1,0,SIGNOR,SIGNOR:28179641,1,1,1
Q920M9,A0A0G2JTZ6,Siah1,Sncaip,1,0,1,1,0,1,HPRD;InnateDB;SIGNOR,HPRD:14506261;InnateDB:15064394;SIGNOR:16174773,3,3,3
Q920M9,D3ZWQ5,Siah1,Sncaip,1,0,1,1,0,1,HPRD;InnateDB;SIGNOR,HPRD:14506261;InnateDB:15064394;SIGNOR:16174773,3,3,3
F1M768,P48961,Fbxl2,Ccnd3,1,0,1,1,0,1,SIGNOR,SIGNOR:22024926,1,1,1
P19139,P68255,Csnk2a1,Ywhaq,1,0,1,1,0,1,HPRD;SIGNOR;iPTMnet,HPRD:14675149;SIGNOR:25862939;iPTMnet:25862939,3,2,3
B1WCA0,Q63538,Ppm1d,Mapk12,1,0,1,1,0,1,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:15870257;SIGNOR:15870257,2,1,2
Q63285,P14925,Uhmk1,Pam,1,0,0,0,0,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:10574929;HPRD-phos:19651622;HPRD:10574929;KEA:10574929;KEA:17081983;ProtMapper:10574929;SIGNOR:10574929;iPTMnet:10574929;iPTMnet:19651622,9,3,8
B4F7F3,Q9Z1Y3,Arvcf,Cdh2,1,1,0,1,1,0,HPRD;SIGNOR,HPRD:11058098;SIGNOR:14610055,2,2,2
P30969,P82471,Gnrhr,Gnaq,1,1,0,1,1,0,KEGG-MEDICUS;SIGNOR;Wang,SIGNOR:31160049,1,1,3
Q920E0,P59215,F2rl3,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
F1LNJ1,O35179,Lrrk2,Sh3gl2,1,0,1,1,0,1,IntAct;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet,IntAct:22998870;IntAct:25501810;ProtMapper:22998870;ProtMapper:24778241;SIGNOR:22998870;iPTMnet:22998870,6,3,4
P21708,P84245,Mapk3,H3-3b,1,1,0,1,1,0,KEA;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_KEA,KEA:11278789;KEA:12917630;ProtMapper:15994958;SIGNOR:15994958;iPTMnet:15994958,5,3,4
Q9Z272,Q01986,Git1,Map2k1,1,1,0,1,1,0,SIGNOR,SIGNOR:23325602,1,1,1
P63086,P50393,Mapk1,Pla2g4a,1,1,0,1,1,0,ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:15547943;ACSN:17178906;ACSN:18775330;ACSN:19114553;ACSN:19541618;ACSN:19565474;ACSN:8381049;BioGRID:21185392;BioGRID:9468497;KEA:10978317;KEA:17081983;KEA:17570479;KEA:8381049;KEA:8636128;KEA:9468497;PhosphoSite:11737068;PhosphoSite:12576304;PhosphoSite:12885780;PhosphoSite:18280113;PhosphoSite:18632668;PhosphoSite:32559461;PhosphoSite:7766652;PhosphoSite:8636128;PhosphoSite:9468497;ProtMapper:15212693;ProtMapper:9468497;SIGNOR:9468497;dbPTM:8381049;dbPTM:9468497;iPTMnet:8381049;iPTMnet:9468497;phosphoELM:9468497,32,21,12
D3ZK36,P39948,Uhrf2,Ccnd1,1,0,1,1,0,1,IntAct;Lit-BM-17;SIGNOR,IntAct:21952639;Lit-BM-17:21952639;SIGNOR:21952639,3,1,3
D3ZK36,P39949,Uhrf2,Ccne1,1,0,1,1,0,1,IntAct;Lit-BM-17;SIGNOR,IntAct:21952639;Lit-BM-17:15178429;Lit-BM-17:21952639;SIGNOR:21952639,4,2,3
D4A1V8,A9UMV8,Dzip3,H2aj,1,1,0,1,1,0,SIGNOR,SIGNOR:18206970,1,1,1
B4F7A9,P29067,Csnk2a2,Arrb2,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:11877451;HPRD:11877451;KEA:11877451;ProtMapper:11877451;SIGNOR:11877451;iPTMnet:11877451,6,1,9
F7FH41,P29067,Csnk2a2,Arrb2,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:11877451;HPRD:11877451;KEA:11877451;ProtMapper:11877451;SIGNOR:11877451;iPTMnet:11877451,6,1,9
Q62673,D3ZB71,Plk1,Dvl2,1,1,0,1,1,0,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,PhosphoSite:20823832;ProtMapper:20823832;SIGNOR:20823832;iPTMnet:20823832,4,1,5
D3ZQE3,P0C8E4,Trim8,Map3k7,1,1,0,1,1,0,SIGNOR,SIGNOR:22084099,1,1,1
P39951,F7FF45,Cdk1,Numa1,1,0,1,1,0,1,HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,ProtMapper:23921553;ProtMapper:24109598;ProtMapper:24241204;ProtMapper:26832443;SIGNOR:23921553;iPTMnet:23921553,6,4,4
Q63186,P81795,Eif2b4,Eif2s3,1,1,0,1,1,0,SIGNOR,SIGNOR:15054402,1,1,1
