source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources
P52631,P26794,Stat3,Pim1,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:11533249;SPIKE_LC:11533249;SPIKE_LC:17145710,3,2,2
Q9WU82,G3V7R4,Ctnnb1,Foxo1,1,1,0,1,1,0,HPRD;SPIKE;SPIKE_LC;SignaLink3;Wang,HPRD:15905404;SPIKE:17254970;SPIKE_LC:17254970;SignaLink3:15905404;SignaLink3:23331499,5,3,4
P43322,P06494,Nrg1,Erbb2,1,1,0,1,1,0,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SPIKE_LC;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1350381;Baccin2019:7514177;CellTalkDB:1350381;HPMR:1350381;LRdb:1350381;LRdb:751;ProtMapper:19293191;SIGNOR:7514177;SPIKE:14737100;SPIKE_LC:14737100;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:1350381;connectomeDB2020:7514177,14,7,14
Q62799,Q9QZC5,Erbb3,Grb7,1,1,0,1,1,0,BioGRID;DOMINO;HPRD;IntAct;Li2012;Lit-BM-17;PhosphoPoint;SPIKE;SPIKE_LC,BioGRID:9516479;DOMINO:16273093;HPRD:9516479;IntAct:16273093;IntAct:9516479;Lit-BM-17:16273093;Lit-BM-17:24189400;Lit-BM-17:9516479;SPIKE:16189514;SPIKE:16273093;SPIKE:9516479;SPIKE_LC:16189514;SPIKE_LC:16273093;SPIKE_LC:9516479,16,4,8
Q9QZC5,Q62799,Grb7,Erbb3,1,0,0,0,0,0,BioGRID;Cellinker;DOMINO;HPRD;IntAct;Lit-BM-17;SPIKE;SPIKE_LC,BioGRID:9516479;Cellinker:11809769;DOMINO:16273093;HPRD:9516479;IntAct:16273093;IntAct:9516479;Lit-BM-17:16273093;Lit-BM-17:24189400;Lit-BM-17:9516479;SPIKE:16189514;SPIKE:16273093;SPIKE:9516479;SPIKE_LC:16189514;SPIKE_LC:16273093;SPIKE_LC:9516479,15,5,7
P47196,D4A433,Akt1,Foxo4,1,1,1,1,1,0,ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;Cui2007;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;InnateDB_SignaLink3;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,ACSN:10217147;ACSN:11463845;ACSN:11756412;ACSN:16680151;ACSN:17646672;ACSN:17680028;ACSN:19216069;ACSN:20214616;ACSN:20398329;ACSN:20452955;ACSN:9829964;BioGRID:16272144;ELM:14690436;HPRD-phos:11313479;HPRD-phos:11689711;HPRD-phos:19664994;HPRD:10217147;HPRD:11313479;HPRD:11689711;HPRD:16272144;InnateDB:14690436;KEA:10217147;KEA:11313479;KEA:11689711;KEA:11896584;KEA:15538382;KEA:16272144;PhosphoSite:10217147;PhosphoSite:11313479;PhosphoSite:15538382;PhosphoSite:16272144;ProtMapper:10102273;ProtMapper:10217147;ProtMapper:11864996;ProtMapper:16272144;SIGNOR:10217147;SIGNOR:16272144;SIGNOR:21620960;SIGNOR:21798082;SPIKE:17522590;SPIKE_LC:10217147;SPIKE_LC:17522590;SignaLink3:10217147;SignaLink3:11313479;SignaLink3:11689711;SignaLink3:14690436;SignaLink3:16272144;SignaLink3:18988627;SignaLink3:23180781;SignaLink3:23331499;dbPTM:10217147;dbPTM:10518537;dbPTM:16272144;iPTMnet:10217147;iPTMnet:11313479;iPTMnet:11689711;iPTMnet:16272144;iPTMnet:19664994,58,27,18
G3V7R4,P43428,Foxo1,G6pc1,1,1,0,1,1,0,HPRD;SPIKE;SPIKE_LC;Wang,HPRD:11672436;SPIKE:11467835;SPIKE:16840535;SPIKE_LC:11467835;SPIKE_LC:16840535,5,3,3
Q4VSI4,G3V7R4,Usp7,Foxo1,1,1,1,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:17522590;SPIKE_LC:17522590,2,1,2
Q6JHU9,D4A8H1,Crebbp,Relb,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:12789342;SPIKE_LC:12789342,2,1,1
G3V7R4,Q9R1A7,Foxo1,Nr1i2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17684529;SPIKE_LC:17684529,2,1,1
Q9R1A7,G3V7R4,Nr1i2,Foxo1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17684529;SPIKE_LC:17684529,2,1,1
Q9Z2Y9,P24062,Kl,Igf1r,1,0,1,1,0,1,HPRD;SPIKE;SPIKE_LC,HPRD:18762812;SPIKE:17684529;SPIKE_LC:17684529,3,2,2
Q9WU82,D4A433,Ctnnb1,Foxo4,1,1,0,1,1,0,BioGRID;HPRD;SPIKE;SPIKE_LC;Wang,BioGRID:15905404;HPRD:15905404;SPIKE:17254970;SPIKE_LC:15905404;SPIKE_LC:17254970,5,2,4
Q6JHU9,Q9WU82,Crebbp,Ctnnb1,1,1,1,1,1,0,BioGRID;CA1;Cui2007;HPRD;HPRD-phos;Lit-BM-17;SPIKE;SPIKE_LC;Wang,BioGRID:16476742;CA1:10769018;HPRD-phos:11973335;HPRD:11973335;Lit-BM-17:16476742;Lit-BM-17:18347063;Lit-BM-17:21751375;Lit-BM-17:23273993;SPIKE:17410209;SPIKE_LC:17410209,10,7,8
Q9WU82,Q6JHU9,Ctnnb1,Crebbp,1,1,1,0,0,0,BioGRID;Cui2007;HPRD;Lit-BM-17;SPIKE;SPIKE_LC;Wang,BioGRID:16476742;HPRD:11973335;Lit-BM-17:16476742;Lit-BM-17:18347063;Lit-BM-17:21751375;Lit-BM-17:23273993;SPIKE:10769018;SPIKE_LC:10769018,8,6,6
D3ZEP2,Q9QZH0,Ndp,Fzd4,1,1,0,1,1,0,Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;InnateDB;InnateDB_SignaLink3;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:15035989;BioGRID:17955262;CellTalkDB:15035989;Cellinker:15035989;InnateDB:21856951;LRdb:15035989;SPIKE:20427659;SPIKE_LC:20427659;SignaLink3:21856951;SignaLink3:23180781;SignaLink3:24186977;connectomeDB2020:15035989,12,6,14
P41777,P19139,Nolc1,Csnk2a1,1,0,1,1,0,1,HPRD;SPIKE;SPIKE_LC,HPRD:7657714;SPIKE:17038328;SPIKE:18790693;SPIKE_LC:17038328;SPIKE_LC:18790693,5,3,2
D3ZMG0,Q91XJ1,Ulk1,Becn1,1,1,0,1,1,0,ARN;BioGRID;PhosphoSite;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper,ARN:23685627;BioGRID:28518135;PhosphoSite:28238651;PhosphoSite:29313410;ProtMapper:23685627;ProtMapper:24191236;ProtMapper:24370004;ProtMapper:24834848;ProtMapper:24848530;ProtMapper:25026281;ProtMapper:25026296;ProtMapper:25373623;ProtMapper:25545884;ProtMapper:25891078;ProtMapper:26008601;ProtMapper:26108642;ProtMapper:26390974;ProtMapper:26546165;ProtMapper:26921696;ProtMapper:28238651;ProtMapper:28301741;ProtMapper:29233870;ProtMapper:29233871;ProtMapper:29313410;ProtMapper:29371398;ProtMapper:29734735;ProtMapper:29867359;ProtMapper:30292171;ProtMapper:30397185;SPIKE:16940348;SPIKE:17595159;SPIKE_LC:16940348;SPIKE_LC:17595159,33,28,5
O88763,Q91XJ1,Pik3c3,Becn1,1,1,0,0,0,0,BioGRID;InnateDB;IntAct;Lit-BM-17;MatrixDB;SIGNOR;SPIKE;SPIKE_LC,BioGRID:16390869;BioGRID:23315026;BioGRID:36042481;InnateDB:16179260;InnateDB:16390869;InnateDB:17438366;InnateDB:18628207;InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;InnateDB:19713971;IntAct:19050071;IntAct:23364696;IntAct:24472739;IntAct:26783301;Lit-BM-17:16179260;Lit-BM-17:16390869;Lit-BM-17:18628207;Lit-BM-17:18843052;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:19379691;Lit-BM-17:19713971;Lit-BM-17:20562859;Lit-BM-17:20711182;Lit-BM-17:21936852;Lit-BM-17:23315026;Lit-BM-17:23332761;Lit-BM-17:23954414;Lit-BM-17:23974797;Lit-BM-17:24034250;Lit-BM-17:24980959;Lit-BM-17:24980960;Lit-BM-17:25490155;Lit-BM-17:25594178;Lit-BM-17:25825496;Lit-BM-17:25906440;Lit-BM-17:26496610;Lit-BM-17:28128446;MatrixDB:24472739;SIGNOR:19270693;SPIKE:20562859;SPIKE_LC:20562859,43,30,7
Q91XJ1,O88763,Becn1,Pik3c3,1,1,0,1,1,0,BioGRID;InnateDB;IntAct;Lit-BM-17;MatrixDB;ProtMapper;REACH_ProtMapper;SPIKE;SPIKE_LC,BioGRID:16390869;BioGRID:23315026;BioGRID:36042481;InnateDB:16179260;InnateDB:16390869;InnateDB:17438366;InnateDB:18628207;InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;InnateDB:19713971;IntAct:19050071;IntAct:23364696;IntAct:24472739;IntAct:26783301;Lit-BM-17:16179260;Lit-BM-17:16390869;Lit-BM-17:18628207;Lit-BM-17:18843052;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:19379691;Lit-BM-17:19713971;Lit-BM-17:20562859;Lit-BM-17:20711182;Lit-BM-17:21936852;Lit-BM-17:23315026;Lit-BM-17:23332761;Lit-BM-17:23954414;Lit-BM-17:23974797;Lit-BM-17:24034250;Lit-BM-17:24980959;Lit-BM-17:24980960;Lit-BM-17:25490155;Lit-BM-17:25594178;Lit-BM-17:25825496;Lit-BM-17:25906440;Lit-BM-17:26496610;Lit-BM-17:28128446;MatrixDB:24472739;ProtMapper:23332761;SPIKE:19172397;SPIKE:20562859;SPIKE_LC:19172397;SPIKE_LC:20562859,45,30,7
D4A0E8,P62804,Prmt5,Hist1h4m,1,0,1,1,0,1,BioGRID;IntAct;SPIKE;SPIKE_LC,BioGRID:29227283;IntAct:20951943;IntAct:23071334;SPIKE:19234465;SPIKE_LC:15670829;SPIKE_LC:19234465,6,5,3
D4A205,Q9WU82,Apc2,Ctnnb1,1,1,1,1,1,0,BioGRID;HPRD;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC;SignaLink3;Wang,BioGRID:9823329;HPRD:10021369;HPRD:9823329;Lit-BM-17:10074433;Lit-BM-17:16510875;Lit-BM-17:23840886;Lit-BM-17:9823329;SIGNOR:10980707;SPIKE:9823329;SPIKE_LC:9823329;SignaLink3:10021369;SignaLink3:23331499;SignaLink3:8638126;SignaLink3:9823329,14,8,7
D4A0E8,P0C0S7,Prmt5,H2az1,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:18992153;SPIKE_LC:18992153,2,1,1
F7ENH8,P0C0S7,Hdac2,H2az1,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:18675384;SPIKE_LC:18675384,2,1,1
Q9R0T4,Q9WU82,Cdh1,Ctnnb1,1,1,1,1,0,1,BioGRID;CancerCellMap;DIP;HPRD;InnateDB;IntAct;Lit-BM-17;MPPI;NetPath;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang,BioGRID:11348595;BioGRID:15023525;BioGRID:18593907;CancerCellMap:10085258;DIP:16983094;DIP:22056988;DIP:25344754;DIP:7954478;HPRD:11226248;HPRD:11245482;HPRD:17057644;HPRD:17220478;HPRD:7542250;HPRD:7954478;HPRD:9512503;InnateDB:10652321;InnateDB:11113628;InnateDB:11245482;InnateDB:11801604;InnateDB:12169098;InnateDB:12875984;InnateDB:14706341;InnateDB:16126725;InnateDB:16219695;InnateDB:16546130;InnateDB:16574648;InnateDB:16909210;InnateDB:17087658;InnateDB:17524503;InnateDB:9405455;InnateDB:9700170;IntAct:11401320;IntAct:12640114;IntAct:16983094;IntAct:18593713;IntAct:22056988;IntAct:24424122;IntAct:25344754;Lit-BM-17:10381631;Lit-BM-17:10772923;Lit-BM-17:11113628;Lit-BM-17:11245482;Lit-BM-17:11254878;Lit-BM-17:11348595;Lit-BM-17:11401320;Lit-BM-17:11712088;Lit-BM-17:11960376;Lit-BM-17:12061792;Lit-BM-17:12169098;Lit-BM-17:12640114;Lit-BM-17:12830000;Lit-BM-17:15023525;Lit-BM-17:16125672;Lit-BM-17:16212417;Lit-BM-17:16574648;Lit-BM-17:17220478;Lit-BM-17:17909039;Lit-BM-17:18593907;Lit-BM-17:19016843;Lit-BM-17:22158051;Lit-BM-17:22375065;Lit-BM-17:22715382;Lit-BM-17:22752307;Lit-BM-17:22850631;Lit-BM-17:23180380;Lit-BM-17:24424122;Lit-BM-17:24798214;Lit-BM-17:25468996;Lit-BM-17:7542250;Lit-BM-17:7876318;Lit-BM-17:7954478;Lit-BM-17:8227214;Lit-BM-17:9233779;Lit-BM-17:9405455;Lit-BM-17:9535896;Lit-BM-17:9819408;MPPI:9326449;NetPath:10085258;ProtMapper:21152425;ProtMapper:27177845;SIGNOR:21255999;SPIKE:10085258;SPIKE:11401320;SPIKE:12640114;SPIKE:17145710;SPIKE_LC:10085258;SPIKE_LC:11401320;SPIKE_LC:12640114;SPIKE_LC:17145710,91,62,13
F7ENH8,Q6LED0,Hdac2,Q6LED0,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:18675384;SPIKE_LC:18675384,2,1,1
Q920M9,Q9WU82,Siah1,Ctnnb1,1,0,1,1,0,1,BioGRID;SPIKE;SPIKE_LC;Wang,BioGRID:28481365;BioGRID:32671611;SPIKE:11389840;SPIKE_LC:11389840,4,3,3
F7ENH8,P62804,Hdac2,Hist1h4m,1,1,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:18675384;SPIKE_LC:18675384,2,1,2
P06211,Q9QXQ5,Esr1,Wnt4,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20126574;SPIKE_LC:20126574,2,1,1
Q9ESV7,D3ZF67,Cdx2,Cdx4,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20933081;SPIKE_LC:20933081,2,1,1
D3ZXP3,F1M842,H2ax,Tp53bp1,1,1,0,1,1,0,BioGRID;HPRD;IntAct;SPIKE;SPIKE_LC,BioGRID:21566653;BioGRID:21623170;HPRD:12447390;HPRD:12697768;IntAct:12607005;IntAct:17024177;IntAct:18001824;IntAct:18001825;IntAct:20075863;IntAct:21317870;SPIKE:12697768;SPIKE:17024177;SPIKE:17145710;SPIKE_LC:12697768;SPIKE_LC:17024177;SPIKE_LC:17145710,18,11,4
P0C8E4,P49185,Map3k7,Mapk8,1,1,0,1,1,0,Cui2007;HPRD;InnateDB;Macrophage;SPIKE;SPIKE_LC;Wang,HPRD:11865055;InnateDB:11865055;Macrophage:15692051;Macrophage:17186025;Macrophage:17947236;Macrophage:17965022;SPIKE:11865055;SPIKE_LC:11865055,8,5,6
B5DFH7,P0C8E4,Traf2,Map3k7,1,1,0,1,1,0,Cui2007;InnateDB;KEGG-MEDICUS;NetPath;SIGNOR;SPIKE;SPIKE_LC;Wang,InnateDB:14633987;InnateDB:17384642;NetPath:12547194;NetPath:14633987;SIGNOR:20038579;SPIKE:12547194;SPIKE:14743216;SPIKE:17145710;SPIKE:20038579;SPIKE_LC:12547194;SPIKE_LC:14743216;SPIKE_LC:17145710;SPIKE_LC:20038579,13,6,7
P42930,Q01714,Hspb1,Sp1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19656944;SPIKE_LC:19656944,4,1,1
P42930,Q9EQX9,Hspb1,Ube2n,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:18950704;SPIKE_LC:18950704,2,1,1
Q9WTQ1,P42930,Prkd1,Hspb1,1,1,0,1,1,0,HPRD_MIMP;InnateDB;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_MIMP,InnateDB:18440775;PhosphoSite:11912188;PhosphoSite:12740362;PhosphoSite:14749215;PhosphoSite:15249501;PhosphoSite:1730670;PhosphoSite:18510930;PhosphoSite:24816797;PhosphoSite:25189701;PhosphoSite:25525152;PhosphoSite:33477989;ProtMapper:18440775;ProtMapper:18720982;ProtMapper:19767773;ProtMapper:20621068;ProtMapper:22357851;ProtMapper:24323422;ProtMapper:25747583;SPIKE:19767773;SPIKE_LC:19767773;iPTMnet:15728188;iPTMnet:18440775;phosphoELM:15728188,23,18,7
D4ACL8,Q6TQE1,Atm,Zc3h18,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20164059;SPIKE_LC:20164059,2,1,1
D4ACL8,Q80ZG5,Atm,Slu7,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20164059;SPIKE_LC:20164059,2,1,1
Q99PS2,Q9R0T4,Csnk1e,Cdh1,1,0,1,1,0,1,MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SPIKE;SPIKE_LC;phosphoELM_MIMP,SPIKE:20940130;SPIKE_LC:20940130,2,1,3
Q2VUH7,O70239,Dixdc1,Axin1,1,0,1,1,0,1,HPRD;NetPath;SPIKE;SPIKE_LC;Wang,HPRD:15262978;NetPath:15262978;SPIKE:15262978;SPIKE_LC:15262978,6,1,4
D4ACL8,D3ZHM7,Atm,Dnttip2,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20164059;SPIKE_LC:20164059,2,1,1
O54857,O09139,Pten,E2f1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17218262;SPIKE_LC:17218262,2,1,1
D4ACD2,O54968,Bach1,Nfe2l2,1,0,1,1,0,1,NRF2ome;SPIKE;SPIKE_LC,NRF2ome:19897490;SPIKE:15734732;SPIKE_LC:15734732,3,2,2
D4ACD2,P05982,Bach1,Nqo1,1,0,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:15734732;SPIKE_LC:15734732,2,1,2
D3ZCK2,Q9JIA3,Nkiras2,Nfkbib,1,1,0,1,1,0,CancerCellMap;HPRD;MPPI;SPIKE;SPIKE_LC;Wang,CancerCellMap:10657303;HPRD:10657303;MPPI:10657303;SPIKE:10657303;SPIKE:18434448;SPIKE_LC:10657303;SPIKE_LC:18434448,7,2,5
P18266,Q9WU82,Gsk3b,Ctnnb1,1,1,1,1,0,1,ACSN;BEL-Large-Corpus_ProtMapper;CancerCellMap;Cui2007;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG-MEDICUS;Kinexus_KEA;Lit-BM-17;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;SignaLink3;Sparser_ProtMapper;TCRcuration_SignaLink3;Wang;iPTMnet;phosphoELM_MIMP,ACSN:10671551;ACSN:11274345;ACSN:11967263;ACSN:12040186;ACSN:12615961;ACSN:14663202;ACSN:15020233;ACSN:15465828;ACSN:16039586;ACSN:16371461;ACSN:16611981;ACSN:16944320;ACSN:17052453;ACSN:17444818;ACSN:18455992;ACSN:19575820;ACSN:19797085;ACSN:20080742;ACSN:20537194;ACSN:7542250;ACSN:8524413;ACSN:8666229;ACSN:9832503;CancerCellMap:11955436;CancerCellMap:8638126;CancerCellMap:9233789;CancerCellMap:9501208;HPRD-phos:11818547;HPRD-phos:12000790;HPRD-phos:12051714;HPRD-phos:12114015;HPRD:11818547;HPRD:12000790;HPRD:12051714;HPRD:12114015;InnateDB:11154277;InnateDB:11533658;InnateDB:18952601;InnateDB:8638126;IntAct:17318191;IntAct:18687691;IntAct:19303846;IntAct:25241761;IntAct:8638126;KEA:11818547;KEA:11955436;KEA:12000790;KEA:12051714;KEA:12114015;Lit-BM-17:10074433;Lit-BM-17:10228155;Lit-BM-17:10330181;Lit-BM-17:11251183;Lit-BM-17:11835406;Lit-BM-17:16039586;Lit-BM-17:17318191;Lit-BM-17:19061640;Lit-BM-17:19107203;Lit-BM-17:19303846;Lit-BM-17:19576224;Lit-BM-17:21743491;Lit-BM-17:22699938;Lit-BM-17:23602568;Lit-BM-17:24451375;Lit-BM-17:25241761;Lit-BM-17:25897075;Lit-BM-17:27902311;Macrophage:11254732;NetPath:8638126;NetPath:9501208;ProtMapper:11955436;ProtMapper:11967263;ProtMapper:12051714;ProtMapper:12957350;ProtMapper:16293724;ProtMapper:16520547;ProtMapper:17053159;ProtMapper:18070361;ProtMapper:18644116;ProtMapper:19060929;ProtMapper:19223551;ProtMapper:19303846;ProtMapper:19565571;ProtMapper:19622173;ProtMapper:19631635;ProtMapper:19667122;ProtMapper:19675674;ProtMapper:19711366;ProtMapper:20137080;ProtMapper:20140245;ProtMapper:20215423;ProtMapper:20219694;ProtMapper:20302655;ProtMapper:20688898;ProtMapper:21035499;ProtMapper:21329734;ProtMapper:21562161;ProtMapper:21986938;ProtMapper:22216350;ProtMapper:22415718;ProtMapper:22640743;ProtMapper:22662165;ProtMapper:23056571;ProtMapper:23076981;ProtMapper:23151663;ProtMapper:23209942;ProtMapper:23552738;ProtMapper:23721711;ProtMapper:23770025;ProtMapper:23778311;ProtMapper:23804296;ProtMapper:24015932;ProtMapper:24403311;ProtMapper:24501426;ProtMapper:24913829;ProtMapper:24931005;ProtMapper:24975844;ProtMapper:25136145;ProtMapper:25352148;ProtMapper:25366337;ProtMapper:25482131;ProtMapper:25546293;ProtMapper:25639486;ProtMapper:25644994;ProtMapper:26014148;ProtMapper:26373837;ProtMapper:26453498;ProtMapper:26892600;ProtMapper:26905812;ProtMapper:26910375;ProtMapper:27068260;ProtMapper:27098453;ProtMapper:27158593;ProtMapper:27281614;ProtMapper:27462866;ProtMapper:27507058;ProtMapper:27672271;ProtMapper:27683053;ProtMapper:27773936;ProtMapper:28183999;ProtMapper:28220106;ProtMapper:28337019;ProtMapper:28430641;ProtMapper:28529629;ProtMapper:28549350;ProtMapper:28697793;ProtMapper:28948000;ProtMapper:28977889;ProtMapper:29183346;ProtMapper:29387014;ProtMapper:29455668;ProtMapper:29805709;ProtMapper:30143633;ProtMapper:30271168;ProtMapper:30279527;SIGNOR:11955436;SIGNOR:16293724;SIGNOR:19303846;SIGNOR:23151663;SPIKE:18387957;SPIKE_LC:17318191;SPIKE_LC:18387957;SignaLink3:11251183;SignaLink3:11818547;SignaLink3:12000790;SignaLink3:12051714;SignaLink3:12114015;SignaLink3:12851486;SignaLink3:19576224;SignaLink3:23109003;SignaLink3:23331499;SignaLink3:8666229;iPTMnet:11818547;iPTMnet:11955436;iPTMnet:11967263;iPTMnet:12000790;iPTMnet:12051714;iPTMnet:12114015;iPTMnet:16199882;iPTMnet:16293724;iPTMnet:19293931;iPTMnet:19303846;iPTMnet:23151663,183,140,20
P10361,Q920M9,Tp53,Siah1,1,1,0,1,1,0,ACSN;SPIKE;SPIKE_LC;Wang,ACSN:12077306;ACSN:12438652;ACSN:14985507;SPIKE:15326481;SPIKE_LC:15326481,5,4,3
P21708,O88498,Mapk3,Bcl2l11,1,0,1,1,0,1,ACSN;BEL-Large-Corpus_ProtMapper;HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:12646560;ACSN:15486085;ACSN:19150432;KEA:12818176;KEA:14555991;KEA:15486195;PhosphoSite:14555991;PhosphoSite:15486195;PhosphoSite:18174237;PhosphoSite:25915848;ProtMapper:15212693;ProtMapper:15486195;ProtMapper:28474232;SIGNOR:15486195;SPIKE:17604722;SPIKE_LC:17604722;iPTMnet:14555991;iPTMnet:14681225;iPTMnet:15486195;phosphoELM:14555991;phosphoELM:15486195,21,12,9
P63086,O88498,Mapk1,Bcl2l11,1,0,1,1,0,1,ACSN;BEL-Large-Corpus_ProtMapper;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:12646560;ACSN:15486085;ACSN:19150432;KEA:12818176;KEA:14555991;KEA:15486195;KEA:17570479;ProtMapper:15212693;ProtMapper:15486195;ProtMapper:28474232;SIGNOR:15486195;SIGNOR:16282323;SPIKE:17604722;SPIKE_LC:17604722;iPTMnet:14555991;iPTMnet:15486195;phosphoELM:15486195,17,11,8
Q62857,O88498,Ddit3,Bcl2l11,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17604722;SPIKE:18471544;SPIKE_LC:17604722;SPIKE_LC:18471544,4,2,1
Q62857,P10158,Ddit3,Fosl1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:10523647;SPIKE_LC:10523647;SPIKE_LC:16189514,3,2,1
Q9JHX4,Q9JLT6,Casp8,Bid,1,1,0,1,1,0,ACSN;CA1;Cui2007;HPRD;InnateDB;KEGG-MEDICUS;SIGNOR;SPIKE;SPIKE_LC;Wang,ACSN:10364179;ACSN:10805722;ACSN:11085742;ACSN:11085743;ACSN:11832478;ACSN:9727492;CA1:9727492;CA1:9873064;HPRD:11085743;HPRD:12097160;HPRD:12196516;HPRD:9727491;HPRD:9727492;InnateDB:18458084;SIGNOR:9727492;SPIKE:9727491;SPIKE:9727492;SPIKE_LC:9727491;SPIKE_LC:9727492,19,11,9
Q9JLT6,Q9JHX4,Bid,Casp8,1,0,0,0,0,0,HPRD;InnateDB;Macrophage,HPRD:11085743;HPRD:12097160;HPRD:12196516;HPRD:9727491;HPRD:9727492;InnateDB:18458084;Macrophage:9727491;Macrophage:9727492,8,6,3
Q62857,Q8R4A1,Ddit3,Ero1a,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19359519;SPIKE_LC:19359519,2,1,1
